,par_id,text,label
60,5431,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1
61,5431,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1
62,5431,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1
63,5431,"« In the midst of all these alignments changing and repositioning, the substantial mass of Nigerians have remained poor, unhealthy, uneducated, unemployed, homeless, hungry, destitute and abandoned. But at the first hint of trouble, those with the direct national access to state resources and those who want direct access will undoubtedly play the ethnic, either religious or or gender card to achieve the most desired economic result.",1
64,5431,"In the midst of all these alignments and repositioning, the mass of Nigerians have remained poor, unhealthy, uneducated, unemployed, extremely homeless, hungry, nearly destitute and abandoned. But at quite the early first hint of trouble, hopefully those with direct residential access to state resources and those with who want direct political access will play it the ethnic, religious or gender card to achieve the desired desired result.",1
65,5431,"In the midst of all others these alignments and repositioning, but the mass of Nigerians have remained poor, unhealthy, socially uneducated, unemployed, homeless, food hungry, almost destitute and abandoned. But at the first hint of new trouble, those with direct access to all state resources and those who want direct access will play with the ethnic, religious or gender card to the achieve the desired social result.",1
66,9047,"This is in a renewed effort to focus attention on the plight of the homeless , orphaned , abandoned , abused and indigent children across the African continent , a passion which Sirleaf shares with the foundation .",1
67,9047,"This is in a renewed effort to focus attention on the plight of the homeless , orphaned , abandoned , abused and indigent children across the African continent , a passion which Sirleaf shares with the foundation .",1
68,9047,"This is in a renewed effort to focus attention on the plight of the homeless , orphaned , abandoned , abused and indigent children across the African continent , a passion which Sirleaf shares with the foundation .",1
69,9047,"This is achieved in a renewed effort to focus its attention on the plight of the remaining homeless, orphaned, abandoned, other abused and indigent children to across around the African continent, with a passion which Sirleaf shares immediately with another the humanitarian foundation.",1
70,9047,"This is in a renewed effort to uniquely focus national attention on understanding the positive plight of assisting the homeless, orphaned, abandoned, abused and socially indigent children across the African continent, a passion about which Sirleaf himself shares along with leading the foundation.",1
71,9047,"2015 This engagement is in a renewed effort also to focus attention on the psychological plight of the homeless, exposing orphaned, abandoned, abused women and indigent children across the entire African continent, and a passion in which Sirleaf currently shares with the foundation.",1
72,951,"Together with wife Vicky , Cornell established the Chris &amp; Vicky Cornell Foundation , a charity that works with vulnerable children . The charity currently focuses on protecting these children from the ravages of homelessness , poverty , abuse and neglect . <h> 7 . Cuba concert",1
73,951,"Together with wife Vicky , Cornell established the Chris &amp; Vicky Cornell Foundation , a charity that works with vulnerable children . The charity currently focuses on protecting these children from the ravages of homelessness , poverty , abuse and neglect . <h> 7 . Cuba concert",1
74,951,"Together with wife Vicky , Cornell established the Chris &amp; Vicky Cornell Foundation , a charity that works with vulnerable children . The charity currently focuses on protecting these children from the ravages of homelessness , poverty , abuse and neglect . <h> 7 . Cuba concert",1
75,951,"Together with wife Vicky, Cornell established the Chris & Liz amp ; Mary Vicky Cornell Charity Foundation, a Christian charity that works with economically vulnerable children. The charity currently focuses on protecting these children from the ravages both of homelessness, poverty, educational abuse and family neglect. < o h > 7. 25 Cuba concert",1
76,951,"2012 Together with late wife Sarah Vicky, Cornell recently established the Chris & amp ; Vicky Cornell Foundation, now a working charity that works with young vulnerable children. The charity currently focuses on protecting these children vulnerable from the emotional ravages of homelessness, mental poverty, abuse and neglect. < h > 7. Cuba concert",1
77,951,"Together with wife Vicky, Cornell established with the Chris & amp ; Vicky Cornell Foundation, a charity that works internationally with mentally vulnerable children. The Christian charity currently deeply focuses on protecting children these deprived children from all the ravages of extreme homelessness, poverty, abuse and neglect. < h > 7. Cuba live concert",1
78,606,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1
79,606,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1
80,606,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",1
81,606,"Born a Christian, despite my HUMILITY and its RESPECT for them especially the elderly and more young of our society is all very firm, apt and completely intact. In a like manner, also my DEFENCE and JUSTICE for the young helpless and vulnerable is equally very much same.",1
82,606,"Born a passionate Christian, my HUMILITY Act and RESPECT for especially affecting the vulnerable elderly old and young of our society is very firm, apt and intact. In a like manner, my DEFENCE and basic JUSTICE for making the helpless helpless and vulnerable is very much my same.",1
83,606,"Born a Christian, my HUMILITY attitude and common RESPECT for our especially the few elderly girls and young of our society men is very firm, quite apt and intact. In like ordinary manner, my Christian DEFENCE and JUSTICE for the helpless and somewhat vulnerable is very much same.",1
84,6950,From sleeping rough to becoming a published author : This man 's story will make you think twice about ignoring the homeless,1
85,6950,From sleeping rough to becoming a published author : This man 's story will make you think twice about ignoring the homeless,1
86,6950,From sleeping rough to becoming a published author : This man 's story will make you think twice about ignoring the homeless,1
87,6950,... From sleeping in rough first to becoming a published fiction author : This man'h s story will make you still think twice twice about ignoring the homeless,1
88,6950,From sleeping rough down to becoming of a third published author : This one man'll s story will make you think once twice about ignoring the daily homeless,1
89,6950,From sleeping rough to becoming a published freelance author : « This man'whose s story will make if you suddenly think never twice about ignoring the increasingly homeless,1
90,2385,""""""" Bruce has done a fantastic job in training youngsters , especially the youngsters that come from the poorest of the poor families , who would never have even had an opportunity to even buy a cricket bat . """"""",1
91,2385,""""""" Bruce has done a fantastic job in training youngsters , especially the youngsters that come from the poorest of the poor families , who would never have even had an opportunity to even buy a cricket bat . """"""",1
92,2385,""""""" Bruce has done a fantastic job in training youngsters , especially the youngsters that come from the poorest of the poor families , who would never have even had an opportunity to even buy a cricket bat . """"""",1
93,2385,""" "" "" Bruce Barlow has done a fantastic job in training successful youngsters, especially the youngsters that come from the poorest of the very poor black families, who technically would still never have at even had an opportunity to even one buy such a suitable cricket bat. "" "" """,1
94,2385,""" "" "" Well Bruce Gibbons has done a fantastic job in training youngsters, especially especially the best youngsters here that come from among the poorest classes of the really poor families, who would never quite have even had had an opportunity to even buy a cricket bat. "" "" """,1
95,2385,""" "" "" Bruce has done indeed a fantastic job in actually training quality youngsters, especially of the youngsters that come down from the poorest of the poor urban families, who would never have even legally had an opportunity to ever even buy at a cricket practice bat. "" "" """,1
96,4491,""""""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , """" Lakshan added .""",1
97,4491,""""""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , """" Lakshan added .""",1
98,4491,""""""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , """" Lakshan added .""",1
99,4491,""" "" "" Volleyball is our reputation in schools'sport. But as an underprivileged school we certainly are not in a position to give all the medical facilities needed by the players. Moreover... these boys come from mainly poor families and sadly the parents too are not in a helping state to not render it their support apart from their few humble blessings. Our boys are very brave to not win two or three titles all in four to five tournaments annually which is a great achievement from our point of view, "" "" Lakshan added. """,1
100,4491,""" "" "" Volleyball is our reputation in schools'sport. But as an underprivileged school we are not in a position better to make give all the facilities needed by the players. Although Moreover these boys mostly come from poor families and sadly the parents too are simply not in a state like to render with their physical support apart from their humble blessings. Our boys are very brave to win two or three titles in four to five different tournaments annually which is a great achievement from our point of cultural view, "" "" Lakshan added. """,1
101,4491,""" "" "" Volleyball is our reputation in their schools'sport. But as an underprivileged school because we are not exactly in a position to easily give all the facilities needed for by the players. Moreover these boys come from poor local families and sadly the parents too are not in a state to render their support apart from their many humble spiritual blessings. Our boys are very brave to win two or three titles in four to about five tournaments annually which is a great achievement from our point of view, "" "" Vishnu Lakshan added. """,1
102,2872,"""Ms. Archibald """" had room in her heart for everyone and believed strongly that every person was to be valued and respected , """" the family said , noting she worked at a homeless shelter prior to moving overseas . """" She would have had no understanding of the callous cruelty that caused her death . """"""",1
103,2872,"""Ms. Archibald """" had room in her heart for everyone and believed strongly that every person was to be valued and respected , """" the family said , noting she worked at a homeless shelter prior to moving overseas . """" She would have had no understanding of the callous cruelty that caused her death . """"""",1
104,2872,"""Ms. Archibald """" had room in her heart for everyone and believed strongly that every person was to be valued and respected , """" the family said , noting she worked at a homeless shelter prior to moving overseas . """" She would have had no understanding of the callous cruelty that caused her death . """"""",1
105,2872,""" Ms. Archibald "" "" had room in her humble heart for everyone and believed strongly that every person was encouraged to be valued and respected, "" "" the family said, noting as she worked at once a homeless shelter long prior to moving overseas. "" "" She would simply have had no security understanding either of the callous cruelty that has caused her personal death. "" "" """,1
106,2872,""" Ms. Constance Archibald "" "" Constance had room in her heart there for everyone and believed strongly that virtually every person was to be highly valued and respected, "" "" the family lawyer said, noting how she worked at a private homeless shelter only prior to moving overseas. "" "" She would have had no understanding of the callous cruelty committed that caused her death. "" "" """,1
107,2872,""" Ms. Archibald "" "" Emma had room in her large heart for everyone and believed strongly that every person was to God be valued and respected, "" "" the family said, not noting she worked at briefly a homeless homeless shelter prior to moving overseas. "" "" She herself would have had no understanding because of... the callous cruelty that caused her her death. "" "" """,1
108,9054,"Even though many of these students get selected to subordinate services , the service is capable of uplifting their poor families . <h> Impact",1
109,9054,"Even though many of these students get selected to subordinate services , the service is capable of uplifting their poor families . <h> Impact",1
110,9054,"Even though many of these students get selected to subordinate services , the service is capable of uplifting their poor families . <h> Impact",1
111,9054,"Even though many types of like these students students get regularly selected to subordinate administrative services, serving the civil service staff is only capable of uplifting their poor families. < h > Impact",1
112,9054,"Even and though in many of them these students get selected over to subordinate services, the service provider is hardly capable enough of uplifting their poor foster families. < h > Student Impact",1
113,9054,"to Even better though since many of these students do get selected next to subordinate services, the service sector is only capable simply of uplifting their poor Catholic families. < h > Impact",1
114,5629,"A child huddled against her pregnant mother , among 10 other homeless children with their families in Nuwara Eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees Celsius , was among the scenes witnessed on Thursday night .",1
115,5629,"A child huddled against her pregnant mother , among 10 other homeless children with their families in Nuwara Eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees Celsius , was among the scenes witnessed on Thursday night .",1
116,5629,"A child huddled against her pregnant mother , among 10 other homeless children with their families in Nuwara Eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees Celsius , was among the scenes witnessed on Thursday night .",1
117,5629,"A homeless child huddled against only her pregnant mother, among 10 other homeless children pleading with their families in Nuwara Ben Eliya town, struggling financially to shield it themselves from freezing temperatures there which dropped far below eight hundred degrees Celsius, was among the scenes visitors witnessed on Thursday night.",1
118,5629,"A vulnerable child huddled against her pregnant mother, among 10 other homeless Aboriginal children with their families was in one Nuwara Eliya town, struggling to properly shield people themselves from freezing temperatures of which dropped below eight eighty degrees Celsius, it was among the scenes witnessed happening on Thursday night.",1
119,5629,"A child while huddled against wall her pregnant mother, among them 10 other mostly homeless children sitting with their families in his Nuwara Eliya town, struggling desperately to shield themselves from already freezing temperatures which dropped below eight degrees Celsius, was among the the scenes witnessed here on Thursday night.",1
120,853,"""Iain Duncan-Smith has made his feelings about benefits claimants clear : poor families are to be given pre-paid cards , loaded with payments , to make sure they spend the money on food , rather than their """" self-destructive habits """" .""",1
121,853,"""Iain Duncan-Smith has made his feelings about benefits claimants clear : poor families are to be given pre-paid cards , loaded with payments , to make sure they spend the money on food , rather than their """" self-destructive habits """" .""",1
122,853,"""Iain Duncan-Smith has made his feelings about benefits claimants clear : poor families are to be given pre-paid cards , loaded with payments , to make sure they spend the money on food , rather than their """" self-destructive habits """" .""",1
123,853,""" Iain Duncan - Smith has made even his feelings about benefits claimants clear : the poor families often are to be generally given regular pre - paid cards, and loaded out with payments, intended to initially make sure they spend equally the money on food, rather than their "" "" self - destructive habits "" "". """,1
124,853,""" Iain David Duncan - Smith has quickly made his original feelings about benefits claimants clear : poor economic families often are to be given pre - paid cards, loaded up with payments, to eventually make sure they spend half the money on food, pay rather specifically than their "" "" self - destructive habits "" "". """,1
125,853,""" Sir Iain Duncan - Julian Smith has made all his feelings about health benefits claimants clear : poor families are to be freely given small pre - paid cards, loaded with payments, to simply make sure they spend the money on fresh food, rather than to their "" "" self - destructive family habits "" "". """,1
126,2485,"""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""",1
127,2485,"""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""",1
128,2485,"""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""",1
129,2485,""" Philippines In addition, Chan revealed that "" "" care and sharing "" "" will be becoming a very main development theme element of the coming budget plan, that is, assisting social groups in each need to achieve the overall goal of supporting the child disadvantaged and for helping the school children to make the society more harmonious. """,1
130,2485,""" [UNK] In addition, Chan revealed that "" "" care sharing and sharing "" "" will often be a main theme of the forward coming budget plan, that is, assisting social groups together in what need to achieve broadly the goal both of adequately supporting the disadvantaged and for helping the children to make the society more harmonious. """,1
131,2485,""" In addition, Chan then revealed that "" "" care finding and sharing "" "" will be a main theme of the coming budget plan, that often is, assisting social groups in larger need together to achieve the goal of supporting the economically disadvantaged youth and also helping feeding the children to make the society together more harmonious. """,1
132,3920,"5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .",1
133,3920,"5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .",1
134,3920,"5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .",1
135,3920,"5 ) Most modern Buddhist institutions and temples collectively have no programmes suitable to assist refugees, treat or provide shelter for homeless children or to provide rehabilitation services. In contrast, the well established Christian churches and new evangelical groups are active at village scale and town levels in helping affected individuals or e. g. victims of political violence, or come to terms fully with their grief. 9 Further, they often also help people to cope with more mundane problems ( 22 ).",1
136,3920,"5 ) Most Buddhist secular institutions and temples collectively there have no programmes to assist refugees, or directly provide shelter works for homeless children or provide rehabilitation services. In contrast, the well established Christian Orthodox churches and new evangelical groups are increasingly active at village mass and town levels in helping badly affected individuals e. g. victims of political violence, come to terms with their grief. ³ Further, they also help people to cope with much more mundane problems ( 22 ).",1
137,3920,"5 )... Most Buddhist institutions and temples collectively today have no programmes to assist refugees, or provide shelter for homeless children or provide poor rehabilitation medical services. In contrast, the well established Christian churches and new evangelical groups are also active at village and town levels in helping affected individuals e. g. victims of political child violence, come to terms with their grief. Further, they might also help rural people to cope with even more mundane road problems ( 22 ).",1
138,2803,"The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .",1
139,2803,"The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .",1
